text,label,notes
"Did Sideways actually put a tangible dent in merlot sales or was that an urban legend

Edit: Thought I'd come up with an example here because turns out I can't read and didn't see it was in OP's post, my bad",hot take,
Love' is a bit of a stretch but...Mac & Me. 8 year-old paraplegic me probably identified with one of the characters I guess. Looking at it as a 45 year-old I do not see the appeal at all. It's a terrible ET rip-off with a shameless McDonald's advert stuck in the middle. Paul Rudd seems to be a fan though lol.,critique,
"10 year old me recognized that Teenage Mutant Ninja Turtles III sucked, but still thought Teenage Mutant Ninja Turtles and Teenage Mutant Ninja Turtles II: Secret of the Ooze were classics.

As an adult, the original Teenage Mutant Ninja Turtles (1990) remains a classic and a legitimately great film, but man oh man Secret of the Ooze did not age well.",critique,
"The Ewok films. Watched them on repeat as a kid, cos I liked the furry teddies. Didn't have a clue what was happening, but enjoyed the bit with the spiders in the cave. Tried rewatching as an adult, and could barely stay awake past 20 minutes. The acting, and dialogue, was awful.",critique,
"When my sister's and I were kids in the 70's, our father took us to see Hugo The Hippo at the cinema. On more than one occasion, because we just loved it. It was a glorious, psychedelic, animated, musical wonder. To this day we can all sing the theme song without hesitation.

Whenever any of us, later in life, would talk about this film to others, we got nothing but blank stares. Nobody else, it seems, had heard about this wonderful cinematic masterpiece. I half genuinely began to suspect my father of feeding us LSD and then telling us a story about a hippo.

Enter the age of the internet. I google Hugo The Hippo and discover, not only is it a real thing and I can stop suspecting my dad of child abuse, but it's available in it's entirety on YouTube. So, excitedly, I settle myself in for the treat of a lifetime. I made ten minutes. It's fucking terrible.",critique,
"
It’s a TV show not a movie, but the Greatest American Hero was completely unwatchable.

Everything except the intro/theme song was 0/10 terrible.

No wonder my parents groaned and left the room when it was on.

The theme song still slaps almost 50 years later.",critique,
"What's a 'heroic' moment from a movie you saw as a kid that you realized was actually incredibly toxic as an adult?
Question
It might just be me but when I was a kid that boombox scene in Say Anything... felt like the most romantic thing ever. rewatching it now it’s just… yikes. she literally said no and dude shows up blasting music under her window like a public guilt trip. kinda wild how movies sold this as “heroic” instead of super toxic.",critique,
"Silence of the Lambs.

It was my intro to decent cinema as a teenager. Definitely one of my top five today. But I didn’t get how absolutely creepy the men were towards Starling until I got older and was like ‘ohhhhhh…’ All the leering. The chauvinism. Doesn’t quite hit as a kid.


Upvote
29

Downvote

Reply

griffmeister
•
1y ago
Yeah, and once you're aware of that aspect of the movie, the ending is that much better when Buffalo Bill dies because he did the same thing all the other guys did. He hesitated before shooting her so he could leer at and ""covet"" her, even getting close enough to touch her hair. His hesitation and proximity let her hear his gun so she could shoot him first. If Clarice was a guy, Buffalo Bill would've shot him the second the lights went out.


Upvote
18

Downvote

Reply

u/brian5476 avatar
brian5476
•
1y ago
Yeah, just watch the head of the Baltimore asylum change when Clarice turns him down. He gets real cold after that.",critique,
Mrs. Doubtfire. When I was a kid it was funny because Robin Williams is funny and the whip cream on his face and the burning clothes. But as an adult its actually sad because its about divorce and him not having custody of his kids. I feel like I didnt understand the adult side of this movie too well when I was a kid.,critique,
"City Slickers. I watched when I was a teen, and it was a fun, silly movie. I watched it again, shortly after turning forty, and it made absolute sense.


Upvote
22

Downvote

Reply

u/InformedTriangle avatar
InformedTriangle
•
1y ago
•
Edited 1y ago
Alright I haven't seen city slickers since I was 8 or 9 but I loved it, just turned 40, going to watch it tonight based on this comment. You better not be letting me down :p

Edit: oh dear God only 10 minutes in and the look when everyone congratulates him on his 39th birthday is hitting home hard already, good call


Upvote
3

Downvote

Reply

u/VinnieMcVince avatar
VinnieMcVince
•
1y ago
Right!?! The movie absolutely nailed the various midlife insecurities many guys have. I can't speak for women, but maybe someone else can.",critique,
"Goofy Movie


Upvote
26

Downvote

Reply

u/HRslammR avatar
HRslammR
•
1y ago
Me as a kid: man goofy just doesn't understand that he wants to get rhe girl man. These power line songs are pretty solid.

Me as a dad: man the kid just doesn't understand he wants to be in his son's life. These power line songs are still solid.


Upvote
21

Downvote

Reply

sharrrper
•
1y ago
I was always like, could we maybe just reschedule the fishing trip? The lake isn't going anywhere. The convert is a one-time event. Do the concert and then go fishing in like two weeks. Why does this need to be a battle?",critique,
I've had multiple friends who were teens when family vacation was released tell me they now feel like they are Clark Griswold. The domestic life is insane. You watch these movies that mock domestic routines and then you realize you just spent 20 minutes taking to your neighbor through a wood fence about bathroom caulking. It isn't funny. The movies are mocking the inevitable series of humiliations that await us all. ,critique,
"Teen Wolf. As a teenager myself, I just found it funny. A guy turning into a werewolf! As an adult I found out it was about puberty itself. Hair growing in odd places, stupid decisions, not being able to control your own behavior, the urge to impress everyone, especially the girls, and that hilarious bathroom scene! ",critique,
"Quadrophenia

I absolutely love The Who, and the album is my favourite of all time, so I will always enjoy the film for the music alone...

But, last time I watched it, couple of months back, it dawned on me what a pathetic, creepy little person the main character, Jimmy, is - Borderline, if not actually, stalking Steph the whole film.

And Steph herself, never clicked before what a total pr*ck teaser she is.",critique,
"As a teenager, I loved Short Circuit when it was popular. I watched it recently with my son, and it does not hold up well. Many jokes fall flat, and Fisher Stevens' portrayal of a middle Eastern computer nerd is cringeworthy now.


Upvote
3

Downvote

Reply

sharrrper
•
1y ago
middle Eastern computer nerd

It's been a while since I've seen it, but isn't he supposed to be Indian? He's doing a very ""Apu"" Hindi accent as I recall.

Say what you will about the movie, but the actual robot they made as more or less the main character has got to be one of the most impressive in film history for my money.",critique,
"Feel you on Groundhog Day though one of the morals is that life is as benign and hum drum as you let it be. He abuses the cycle at first but then he starts to start taking stock of the little moments and enjoy himself. Predictability isn’t bad - being on autopilot is. I’m guilty of that and looking forward, or wishing I did things differently but I pull myself out of it because there’s nuggets of gold and good memories to be made even in the mundane",critique,
"500 days of summer is a movie that has changed several times for me over the years

Watching the movie as a 17 year old made me totally side with Tom and I had serious issues with how Summer treated him. Got older and realized the actual message of the movie which is that she made it clear from day 1 she didn’t want a relationship, he agreed but still was in love with her and clearly wanted more. The fact that his introduction scene revealed that he completely misunderstood the Graduate says a lot

But now I realize that they were both at fault. Yes he clearly fell in love with an idea of her rather than the person, but she also gave him VERY mixed signals. She knew that he wanted something more and still pursued a relationship. She told him she just wanted to be friends but then made out with him in the copy room

It’s basically a relationship between two people that really should have never gotten together but were not emotionally intelligent enough to figure it out",critique,
"What movie were you once terrified of watching and then realized it wasn’t so scary rewatching (or for the 1st time)?
Discussion
What movie freaked you out that you realized wasn’t so scary after all, whether that’s after rewatching it years down the road OR finally bringing yourself to watch it.

Obviously technology has advanced so the older movies may not be the same “scary” compared to newness, but maybe it’s because the topic isn’t as scary to you anymore. For example: The Birds (Hitchcock) terrified me because I was scared of birds as a kid, now I don’t mind.

Mine are:

the exorcist

child’s play (Chucky)

the birds

the invasion of the body snatchers

the great mouse detective

Still scary lol

the killer whale and seal scenes in the penguin & the pebble

the clown scene in the brave little toaster

the house on haunted hill

wait until dark",critique,
"Getting ribbed in the comments but I kinda liked the alternate perspective. I like Bond a lot, so much I own the watch from GoldenEye, but I honestly found a lot of common ground here. For instance, with you all the way on Skyfall, it's over rated as fuck. Craig is an outstanding Bond but he really only got one truly good movie in Casino Royale, and I feel the same way about Brosnan and GoldenEye.

I don't agree with you about plenty too though, for example The World is Not Enough, I quite like that one. It's the most psycho Pierce gets to play Bond, shooting Elektra in cold blood and then making a glib joke about it while M watches in horror was bold. I know it has issues, but to say it's your least favourite Brosnan is mad when Die Another Day exists.

Since you mentioned Spectre's theme, and that you like Garbage, you might be interested to know that Radiohead made a theme for Spectre, which got rejected. It's vastly better than Sam Smith's, which I thought sucked ass, but then so did the movie frankly so Radiohead were better off without it.",critique,
"My favorite part about the franchise in its entirety is its basically a zeitgeist for what was ""cool"" at the time. Scuba diving is cool now, put it in the movie. Bungee jumping is cool now, well put it in the movie. Mixology is cool now, well we will have Bond deconstruct his drink and then construct it again, put it in the movie. However you rank the movies is your own personal opinion and I respect most of them. My personal theory for men is their favorite is going to be whatever one they watched when they were 11-12 years old will always stick with them hence why mine is The World is Not Enough. However, I do appreciate the perspective from a non-fan of the music. I agree that Die Another Day is a bop, and I also agree that the best song is Nobody Does It Better. Im happy that you made it through all of it, and also Never Say Never Again is definitely a top 4-7 Bond film.",critique,
Statistically speaking Daniel Craig is the worst Bond. He did 1 amazing movie. The rest was… so underwhelming compared to that one. But he plays a detective amazingly well. It’s like forcing in all the traditional Bond things didn’t work for him.,critique,
,,
87,,
60,,
52,,
